paper_name,data_description,natural_language_query,answer,method,data_files,domain,treatment,outcome,control_variables,running_var,temporal_var,state_var,mediator,instrument_var,publication_year,std_error,is_significant,interaction_var
Synthetic Dataset,"This dataset was collected by a team of psychologists from various clinics across the country, who were studying the impact of mindfulness-based stress reduction (MBSR) on anxiety levels. The participant's age ('participant_age') represents the age of the individuals at the time of the study. The stress score ('stress_score') indicates the stress level of the participants before the intervention. Psychotherapy history ('psychotherapy_history') is a binary variable indicating whether the participant had undergone psychotherapy before (1) or not (0). Meditation practice ('meditation_practice') is a binary variable representing whether the participant had any prior experience with meditation (1) or not (0). Mindfulness intervention ('mindfulness_intervention') is a binary variable, indicating whether the participant underwent the MBSR intervention (1) or received standard care (0). Finally, the post-treatment anxiety score ('post_treatment_anxiety_score') represents the participant's level of anxiety after the intervention or standard care.",Can practicing mindfulness-based stress reduction techniques improve anxiety reduction?,8.999909795,matching,observational_data_45.csv,psychology,mindfulness_intervention,post_treatment_anxiety_score,"participant_age, stress_score, psychotherapy_history, meditation_practice",,,,,,2025,,,
Synthetic Dataset,"This dataset has been gathered by a team of psychologists conducting an observational study in a large urban hospital. The research aims to understand the impact of mindfulness-based therapy on anxiety levels, taking into account the patient's age, stress levels, participation in other forms of therapy, and family history of mental health issues. The 'age_years' represents the age of the patient in years. The 'stress_level' reflects the perceived stress level of the individual on a scale of 2 to 39. The 'therapy_participation' is a binary variable that denotes whether the patient participates in other forms of therapy (1) or not (0). The 'family_history' is a binary variable indicating whether there is a known familial history of mental health issues (1) or not (0). The 'mindfulness_treatment' is a binary variable indicating whether the patient is receiving mindfulness-based therapy (1) or not (0). Finally, 'anxiety_level' measures the patient's anxiety level.",Does practicing mindfulness-based therapy help reduce anxiety levels?,3.9191236,matching,observational_data_20.csv,psychology,mindfulness_treatment,anxiety_level,"age_years, stress_level, therapy_participation, family_history",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by the Department of Economics to investigate the impact of microloans on the income of recipients. The data is observational, having been compiled from a local microfinance institution's records. The dataset contains the following variables: 'age', which represents the age of the loan recipients; 'education_years' indicating the number of years of formal education completed by the individual; 'previous_month_income' representing the individual's income in the month prior to receiving the loan; 'job_experience_years' indicating the number of years the individual has been in their current job; 'gender' (binary), with 1 indicating male and 0 indicating female; 'minority_status' (binary), with 1 indicating that the individual belongs to a minority group and 0 indicating otherwise; 'rural_residence' (binary), with 1 indicating that the individual resides in a rural area and 0 indicating urban residence; 'loan_received' (binary), with 1 indicating that the individual has received a microloan and 0 indicating otherwise; and 'current_month_income' representing the individual's income in the month after receiving the loan.",Do small loans help boost the income of participating individuals?,1.543859694,matching,observational_data_31.csv,economics,loan_received,current_month_income,"age, education_years, previous_month_income, job_experience_years, gender, minority_status, rural_residence",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by a national political research institute to examine the impact of a political campaign on voter turnout during a national election. It includes variables such as the age of the voter, the income level of the voter, the gender of the voter (with 1 referring to male and 0 to female), and the minority status of the voter (with 1 indicating that the voter belongs to a minority group and 0 indicating that they do not). The voter turnout represents the percentage of eligible voters who participated in the election. The campaign exposure indicates whether the voter was exposed to the campaign (1) or not (0). The political engagement score is a measure of the voter's interest and involvement in politics. Voters scoring 4 or higher on political engagement received campaign materials.",Did exposure to the political campaign lead to increased voter participation in the national election?,6.180614408,rdd,rdd_data_55.csv,political_science,campaign_exposure,voter_turnout,"age, income, gender, minority_status",political_engagement_score,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by a regional health department to evaluate the effect of a new rehabilitation program on the recovery time of patients with cardiovascular diseases. The 'patient_age' represents the age of the patients, expressed in years. The 'health_index' is a scale from 1 to 11 indicating the overall health status of the patient, with higher values representing better health. The 'smoking_status' indicates whether the patient is a current smoker (1) or not (0). The 'obesity_status' indicates whether the patient is clinically obese (1) or not (0). The 'recovery_time' indicates the number of days it took for a patient to recover. The 'treatment_received' indicates whether the patient received the new rehabilitation program (1) or the standard care (0). Program eligibility was determined by income level (variable income_level); patients with an income level above 12 qualified for the enhanced rehabilitation program.",How does the new rehabilitation program affect cardiovascular disease recovery time?,9.292910523,rdd,rdd_data_1.csv,healthcare,treatment_received,recovery_time,"patient_age, health_index, smoking_status, obesity_status",income_level,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by a national banking institution studying the impact of a new policy that grants loans to individuals meeting credit requirements. The aim is to investigate whether this new policy is effective in improving the loan repayment rate, particularly among economically underprivileged and minority groups. The variables in the dataset include 'age_years' which represents the age of the individual, 'income_level' indicating the annual income of the individual, 'gender' denoting the gender of the individual (0-Female, 1-Male), 'minority_status' signifying whether the individual belongs to a minority group (0-No, 1-Yes), 'credit_score' indicating the credit score, 'loan_grant' indicating whether the individual was granted a loan (0-No, 1-Yes) based on the credit score, and 'loan_repayment_rate' representing the rate at which the loan was repaid by the individual. The new policy provides loans to individuals with credit scores of at least 6.",Can the new loan policy improve repayment rates for people with certain credit scores?,6.293487555,rdd,rdd_data_23.csv,Economics,loan_grant,loan_repayment_rate,"age_years, income_level, gender, minority_status",credit_score,,,,,2025,,,
Synthetic Dataset,This dataset was collected by The National Legal Aid & Defender Association to study the impact of court-appointed legal representation on sentencing outcomes in criminal court cases. The 'defendant_age' represents the age of the defendant at the time of the trial. The 'prior_convictions' represents the number of prior convictions a defendant has. The 'defendant_gender' indicates whether the defendant is male (1) or female (0). The 'minority_status' indicates whether the defendant is from a minority group (1) or not (0). The 'public_defender_assigned' indicates whether a public defender was assigned (1) or not (0). The 'sentence_length' represents the length of the sentence in months. The 'offense_severity_score' is a score assigned to the severity of the offense. Defendants with offense severity reaching 24 or above typically receive court-appointed representation.,What effect did court-appointed legal representation have on sentence length in criminal cases?,8.676534731,rdd,rdd_data_9.csv,law,public_defender_assigned,sentence_length,"defendant_age, prior_convictions, defendant_gender, minority_status",offense_severity_score,,,,,2025,,,
Synthetic Dataset,The dataset was collected by a psychological research institute to study the impact of a yoga intervention program on stress levels. The participant's age ('participant_age') is recorded in years. Pre-intervention stress levels ('stress_score_pre') were measured using a standardized stress test. Gender ('gender') is coded with '1' representing males and '0' representing females. Smoking status ('smoking_status') is coded with '1' indicating that the participant is a smoker and '0' indicating a non-smoker. Yoga participation ('yoga_participation') is coded with '1' indicating participation in the yoga program and '0' indicating no participation. The program enrolled participants who scored 10 or higher on flexibility assessments. Post-intervention stress levels ('stress_score_post') are also measured using the same standardized stress test.,Can yoga programs boost stress reduction among adults?,7.951805044,rdd,rdd_data_37.csv,psychology,yoga_participation,stress_score_post,"participant_age, stress_score_pre, gender, smoking_status",flexibility_score,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by a regional sociology research institute to study the impact of a community development program on neighborhood satisfaction. The variables include age, 'income_level', gender, 'minority_status', 'neighborhood_score', 'community_program_participation', and 'neighborhood_satisfaction'. The age represents the age of the survey respondent. The 'income_level' denotes the annual income (in thousands) of the survey respondent. Gender indicates whether the respondent is male (1) or not (0). The 'minority_status' shows whether the respondent identifies as part of a minority group (1) or not (0). The 'neighborhood_score' is a measure calculated based on factors like crime rate, school quality, and access to amenities. The 'community_program_participation' indicates whether the respondent has participated in the community development program (1) or not (0). Residents in neighborhoods scoring 15 or better were eligible for the community program. The 'neighborhood_satisfaction' is a measure of the respondent's satisfaction with their neighborhood on a scale from 1 to 20, with higher scores indicating higher satisfaction.",Will community development programs enhance neighborhood satisfaction?,3.709216763,rdd,rdd_data_32.csv,sociology,community_program_participation,neighborhood_satisfaction,"age, income_level, gender, minority_status",neighborhood_score,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by the Department of Agriculture to evaluate the impact of a new food stamp policy on the food expenditure of families, focusing on economically disadvantaged and minority groups. The 'age' represents the age of the head of the household. The 'income_level' denotes the annual income of the household. The 'gender' indicates whether the household is female-headed (1) or male-headed (0). The 'minority_status' indicates whether the household is a minority household (1) or not (0). The 'food_stamp_program_enrollment' indicates whether households are enrolled in the food stamp program post-policy change (1) or not enrolled (0). The 'food_expenditure' represents the total monthly spending on food by the household. The 'family_size' represents the number of individuals in a household. The new policy prioritizes enrollment for families with 20 or more members.",Can the new food stamp policy lower food spending in families?,2.494622119,rdd,rdd_data_40.csv,sociology,food_stamp_program_enrollment,food_expenditure,"age, income_level, gender, minority_status",family_size,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by the state Department of Education to evaluate the impact of a new weekend coaching program aimed at improving the academic performance of high school students, particularly those from low-income families. Students achieving a GPA below 13 were given priority access to the coaching program. The 'student_age' represents the age of the student in years. The 'parent_education_level' denotes the highest level of education attained by the student's parents, measured on a scale of 1 to 10, with 1 being no formal education and 10 being a doctoral degree. The 'low_income_status' indicates whether the student comes from a low-income family (1) or not (0). The 'gender' denotes the student's gender, with male represented as 1 and female as 0. The 'pre_program_gpa' indicates the student's Grade Point Average (GPA) before participating in the weekend coaching program. The 'program_participation' indicates whether the student participated in the weekend coaching program (1) or not (0). The 'post_program_gpa' represents the student's GPA after the coaching program.",Does participating in the weekend coaching program improve the academic performance of high school students?,1.283495731,rdd,rdd_data_5.csv,education,program_participation,post_program_gpa,"student_age, parent_education_level, low_income_status, gender",pre_program_gpa,,,,,2025,,,
Synthetic Dataset,"This dataset was collected as part of a study by a labor union to understand the impact of on-the-job training on the promotion rate among union members, taking into account variables such as their age, income level, gender, and minority status. The 'worker_age' represents the age of the workers in years. The 'income_level' represents the annual income of the workers in thousands of dollars. The 'gender' indicates whether the worker is female (1) or male (0). The 'minority_status' indicates whether the worker is from a minority group (1) or not (0). The 'on_the_job_training' indicates whether or not the worker has received on-the-job training, where 1 means the worker has received the training and 0 means they have not. The 'promotion_rate' represents the rate at which workers get promoted within the organization. The 'job_satisfaction_score' is a score out of 30, based on a survey conducted among the workers. Workers scoring 22 or above on job satisfaction were eligible for training opportunities.",How does on-the-job training affect promotion rates among union members?,6.113452441,rdd,rdd_data_19.csv,labor,on_the_job_training,promotion_rate,"worker_age, income_level, gender, minority_status",job_satisfaction_score,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by a sociological research institution to evaluate the effects of a social assistance program on social mobility, particularly for minority and low-income individuals. The 'age' represents the age of the individuals. The 'income_level' represents participants' annual income in thousands of dollars. The 'gender' indicates whether participants are female (1) or male (0). The 'minority_status' indicates whether individuals belong to a minority group (1) or not (0). The 'social_assistance_program' indicates whether the individual is enrolled in the social assistance program (1) or not (0). The 'social_mobility_index' reflects the individuals' social mobility, measured by changes in income, education, and occupation over time. 'education_level' denotes the years of education, and individuals with 14 or more years of education qualified for the assistance program.",Can social assistance programs improve social mobility for individuals?,1.513239957,rdd,rdd_data_16.csv,sociology,social_assistance_program,social_mobility_index,"age, income_level, gender, minority_status",education_level,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by a team of psychologists from a research university, studying the impact of a new therapeutic intervention on depression symptoms. The researchers aimed to understand if the new treatment is effective, and if so, how demographic factors and cognitive abilities may influence treatment outcomes. The 'age' represents the age of the participants, measured in years. The 'cognitive_test_score' represents the score of the participants on a cognitive ability test. The 'gender' indicates whether the participant is male (1) or female (0). The 'income_level' represents whether the participant's income is above or below the median income; 1 indicates above the median, and 0 indicates below. The 'treatment_effectiveness' measures the reduction in depression symptoms after treatment. The 'received_treatment' indicates whether the participant received the new treatment (1) or not (0). The variable mental_health_score denotes scores on a mental health test, and participants scoring above 2 on mental health assessments were offered the new treatment.",Will the new psychological treatment enhance depression symptom reduction?,5.739091073,rdd,rdd_data_12.csv,psychology,received_treatment,treatment_effectiveness,"age, cognitive_test_score, gender, income_level",mental_health_score,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by the Department of Labor to evaluate the effects of a new on-the-job training program on the monthly income of employees, with a specific focus on the role of job satisfaction in determining treatment access. The variables include 'employee_age' representing the age of the employee in years, 'weekly_work_hours' indicating the number of hours the employee works in a week, 'gender' with '1' denoting male and '0' denoting female, 'smoking_status' with '1' indicating the employee is a smoker and '0' indicating non-smoker. The 'training_program_participation' indicates whether an employee participated in the training program, with '1' denoting participation and '0' non-participation. The 'monthly_income' represents the monthly income of the employee in US dollars. The 'job_satisfaction_score' denotes the employee's job satisfaction score. Employees with job satisfaction scores of 4 or higher were invited to participate in the training program.",Can on-the-job training programs increase the income of employees?,3.953116055,rdd,rdd_data_6.csv,labor,training_program_participation,monthly_income,"employee_age, weekly_work_hours, gender, smoking_status",job_satisfaction_score,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by a national crime prevention agency to evaluate the impact of a new crime prevention policy. The data includes 'age' (denoting the age of individuals), 'income_level' (specifying the income level of individuals), 'gender' (where 1 stands for male and 0 for female), 'minority_status' (with 1 indicating a minority individual and 0 otherwise). The 'policy_enrollment' (1 denotes enrollment in the policy, 0 denotes non-enrollment), 'crime_rate' (indicating the crime rate in the community where the individual resides), and 'crime_severity_score' (used for enrollment in the policy). The dataset investigates the impact of the new crime prevention policy on the crime rate, considering factors like age, income level, gender, and minority status. Communities with crime severity scores above 13 were enrolled in the prevention policy.",Does the new crime prevention policy reduce community crime rates?,9.214864494,rdd,rdd_data_7.csv,policy,policy_enrollment,crime_rate,"age, income_level, gender, minority_status",crime_severity_score,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by a mental health research institution that aimed to analyze the effect of a cognitive-behavioral therapy (CBT) intervention on the anxiety levels of individuals. The study considered several factors, including participant age ('participant_age'), education years ('education_years'), gender ('gender', 1 for female and 0 for male), and smoking status ('smoking_status', 1 for smoker and 0 for non-smoker). The 'cognitive_behavioural_therapy' (1 for received CBT and 0 for did not receive CBT) indicates whether the participant underwent the therapy. The 'post_treatment_anxiety_score' represents the anxiety level after the treatment. Individuals with pre-treatment anxiety scores (pre_treatment_anxiety_score) of 22 or higher were offered CBT intervention.",How does cognitive-behavioral therapy affect anxiety levels in individuals?,4.988833901,rdd,rdd_data_29.csv,psychology,cognitive_behavioural_therapy,post_treatment_anxiety_score,"participant_age, education_years, gender, smoking_status",pre_treatment_anxiety_score,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by a leading healthcare research institution to study the impact of a new medication on recovery time for patients suffering from a chronic lung disease. The dataset includes patient age, income level, gender (where 0 stands for male and 1 for female), smoker status (where 0 stands for non-smoker and 1 for smoker), treatment access (where 0 means no access to the new medication and 1 means access to the new medication), recovery time (representing the number of days a patient takes to recover), and severity score (representing the severity of the lung disease). Patients with disease severity scores of 24 or above were considered eligible for the new medication.",Can access to new medication improve recovery time for patients with severe lung disease?,4.85176817,rdd,rdd_data_26.csv,healthcare,treatment_access,recovery_time,"patient_age, income_level, gender, smoker_status",severity_score,,,,,2025,,,
Synthetic Dataset,"The Department of Health collected this dataset to evaluate the impact of a new public health policy aiming to increase health outcomes in low-income communities. The variables in the dataset are: 'age', representing the number of years since the individual's birth; income_level detailing the annual income of the individual in thousands of dollars; gender, where 1 represents male and 0 represents female; minority, where 1 indicates the individual belongs to a minority group and 0 indicates they do not. The health_status variable represents the individual's self-reported health status on a scale from 0 (poor health) to 20 (excellent health). The health_policy is a binary variable, where 1 indicates that the individual participated in the new health policy and 0 indicates they did not. Eligibility was determined using the 'health_scores' variable, which measures the scores on an assessment test. Individuals with scores above 20 were eligible to participate.",Will the new public health policy enhance health outcomes?,1.962260886,rdd,rdd_data_2.csv,Policy,health_policy_participation,health_status,"age, income_level, gender, minority_status",health_score,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by a national housing agency to evaluate the impact of a housing subsidy program on the rate of home ownership, particularly among low-income and minority groups. The 'individual_age' represents the age of the individual in years. The 'individual_income' represents the annual income of the individual in thousands. The 'gender' indicates whether the individual is female (1) or male (0). The 'minority_status' indicates whether the individual belongs to a minority group (1) or not (0). The 'housing_subsidy' indicates whether or not the individual received the housing subsidy, with 1 indicating that they did, and 0 indicating that they did not. The 'home_ownership_rate' measures the rate of homeownership in the community. Individuals with credit scores of 25 or above, as measured by the variable 'credit_score', received housing subsidies.",Can housing subsidies lower barriers to home ownership?,6.24700446,rdd,rdd_data_24.csv,sociology,housing_subsidy,home_ownership_rate,"individual_age, individual_income, gender, minority_status",credit_score,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by a non-profit policy think tank to evaluate the effect of a new political policy on citizens' satisfaction, especially among low-income groups. 'age' represents the age of the individuals surveyed. The variable 'income_level' represents the individuals' income level in thousands of dollars, and 'gender' is coded as 1 for male and 0 for female. The variable 'minority_status' indicates whether the individual belongs to a minority group (1) or not (0). The 'political_engagement_score' is used for policy exposure determination. The 'policy_exposure' variable indicates whether there was exposure to the policy (1) or no exposure (0). The 'post_policy_satisfaction' measures the level of satisfaction with the political system after the policy's implementation. Citizens with political engagement scores of 16 or higher received information about the new policy.",Does exposure to the new political policy increase citizens' satisfaction with the political system?,9.911627356,rdd,rdd_data_22.csv,political_science,policy_exposure,post_policy_satisfaction,"age, income_level, gender, minority_status",political_engagement_score,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by a non-profit research institution studying the effects of political campaign advertising on post-election satisfaction among voters, particularly focusing on age, education, gender, and minority status. The variables in the dataset include 'age', which represents the age of the respondent in years, 'education_years' representing the total years of formal education completed, 'gender' with 0 indicating male and 1 indicating female, and 'minority_status', where 1 indicates that the respondent belongs to a minority group and 0 otherwise. The 'political_ad_exposure' indicates whether the respondent was exposed to a specific political ad campaign (1) or not (0). The 'post_election_satisfaction' measures the level of satisfaction with election results. The variable 'political_engagement_scores' measures how active an individual is politically. Voters with engagement scores above 25 were targeted for the advertising campaign.",How does political advertisement exposure affect voters' satisfaction with election results?,7.789183287,rdd,rdd_data_14.csv,political_science,political_ad_exposure,post_election_satisfaction,"age, education_years, gender, minority_status",political_engagement_score,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by the Department of Labor to evaluate the impact of a new employment policy aimed at helping low-income adults gain employment. The policy is designed to provide vocational training and job placement assistance to individuals whose income falls below a certain threshold. The 'income' represents the annual income of the individuals in dollars. The 'age' indicates the age of the individuals. The 'gender' indicates whether the individual is male (1) or female (0). The 'region' indicates whether the location is urban (1) or rural (0). The 'policy_participation' signifies whether the individual participated in the policy program (1) or not (0). The 'employment_rate' indicates the rate of employment among the individuals. Individuals with eligibility scores above 4, as given by the variable ""earning_threshold"", are eligible for the employment assistance program.",What effect does the new employment policy have on job finding effectiveness?,2.164321262,rdd,rdd_data_11.csv,policy,policy_participation,employment_rate,"income, age, gender, region",earning_threshold,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by a mental health facility investigating the impact of Cognitive Behavioral Therapy (CBT) on stress levels in patients diagnosed with anxiety or depression. The dataset includes variables such as 'participant_age' and 'counselling_sessions', which indicates the number of counselling sessions attended by the participant prior to the study. The dataset also includes binary variables such as 'anxiety_diagnosis' and 'depression_diagnosis', where 1 represents a positive diagnosis, and 'antidepressant_use', where 1 indicates usage. The 'cbt_intervention' is another binary variable where 1 indicates that the participant received CBT. The dataset also tracks stress scores at the middle ('mid_treatment_stress_score') and end of the treatment ('post_treatment_stress_score'), with higher scores indicating higher stress levels.",Can attending a series of cognitive-behavioral therapy sessions help reduce stress levels?,9.411756331,frontdoor,frontdoor_data_8.csv,psychology,cbt_intervention,post_treatment_stress_score,"participant_age, counselling_sessions, anxiety_diagnosis, depression_diagnosis, antidepressant_use",,,,mid_treatment_stress_score,,2025,,,
Synthetic Dataset,"The Department of Labor collected this dataset to investigate the effects of a skills training program on workers' annual income. The data was collected from a policy rollout, where the skills training program was offered to a select group of workers. The variables in this dataset are 'age' (age of the worker in years), 'years_in_current_job' (the number of years the worker has been in their current job), 'gender' (binary: male or female), 'rural_residence' (binary: whether the worker lives in a rural area, 1=yes, 0=no), 'skills_training_participation' (binary: whether the worker participated in the skills training program, 1=yes, 0=no), 'new_skills_acquired' (a score indicating the level of new skills acquired by the worker), and 'annual_income' (the worker's annual income in USD).",Does the skills training program improve workers' annual earnings?,9.733818107,frontdoor,frontdoor_data_51.csv,labor,skills_training_participation,annual_income,"age, years_in_current_job, gender, rural_residence",,,,new_skills_acquired,,2025,,,
Synthetic Dataset,"This dataset was collected by a large urban school district in the United States to study the impact of an online learning program on student performance. The district sought to understand the influence of various factors on student achievement, including student age ('student_age'), the number of hours a student spends studying each week ('hours_study_per_week'), whether the student comes from a low-income family ('low_income_status' where 1 indicates a low-income family and 0 otherwise), whether the student receives private tutoring ('private_tutoring' where 1 indicates private tutoring and 0 otherwise), and the education level of the student's parents ('parental_education'). The variable 'enrollment_in_elearning' represents whether the student is enrolled in an online learning program (where 1 indicates enrollment and 0 otherwise). The dataset includes the student's intermediate test score ('intermediate_test_score') and the student's final exam score ('final_exam_score').",Can enrolling in an online learning program influence a student's final exam performance?,3.450114729,frontdoor,frontdoor_data_58.csv,education,enrollment_in_elearning,final_exam_score,"student_age, hours_study_per_week, low_income_status, private_tutoring, parental_education",,,,intermediate_test_score,,2025,,,
Synthetic Dataset,"This dataset was collected by the Department of Justice to study the impact of sentencing length on recidivism within five years. The 'defendant_age' represents the age of the defendant at the time of sentencing. The 'prior_convictions' indicates the number of prior convictions the defendant has. The 'charge_severity' measures the severity of the charges on a scale from 1 to 21. The 'legal_representation' is a binary variable indicating whether the defendant had legal representation (1) or not (0). The 'bail_status' is a binary variable indicating whether the defendant was out on bail (1) or not (0) during the trial. The 'diversion_program' is a binary variable indicating whether the defendant was enrolled in a diversion program (1) or not (0). The 'sentencing_length' represents the length of the sentence in months. The 'time_in_custody' represents the actual time the defendant spent in custody. Finally, 'recidivism' provides a measure of how likely an individual is to reoffend.",How does the length of a prison sentence impact the likelihood of a defendant reoffending?,8.8209702,frontdoor,frontdoor_data_9.csv,law,sentencing_length,recidivism,"defendant_age, prior_convictions, charge_severity, legal_representation, bail_status, diversion_program",,,,time_in_custody,,2025,,,
Synthetic Dataset,"This dataset was collected by the Department of Social Welfare in a South Asian country, aiming to assess the impact of a government cash transfer program on household wellbeing. The dataset includes variables like 'age_of_head', which represents the age of the household head; 'income', the total annual income of the household; 'rural_residence', a binary variable indicating whether the household is located in a rural area (1) or not (0); 'previous_beneficiary_status', a binary variable indicating whether the household has previously received any social benefits (1) or not (0); and 'underemployment_status', a binary variable representing whether the household head is underemployed (1) or not (0). The 'cash_transfer_enrollment' is a binary variable indicating whether the household is enrolled in the cash transfer program (1) or not (0). The 'consumption' represents the amount of money spent by the household on goods and services, and 'household_wellbeing' is a measure of the overall wellbeing of the household, including factors like health, education, and living standards.",Will receiving government cash assistance result in improved quality of life?,3.801411928,frontdoor,frontdoor_data_48.csv,economics,cash_transfer_enrollment,household_wellbeing,"age_of_head, income, rural_residence, previous_beneficiary_status, underemployment_status",,,,consumption,,2025,,,
Synthetic Dataset,"The dataset was collected by a leading political research institute to study the impact of political campaign exposure on the voting rates of citizens. The age of the citizens is represented by the variable 'age', with years being the unit of measurement. Their annual income is depicted by 'income', measured in thousands of dollars. The 'gender' is a binary variable, with 0 denoting male and 1 female. The 'rural_residence' is also binary, with 0 indicating urban and 1 rural residence. The 'party_affiliation' is a binary variable where 0 indicates affiliation with Party A and 1 with Party B. The 'policy_exposure' denotes whether a citizen was exposed to the political campaign, with 1 indicating exposure and 0 non-exposure. The 'political_engagement_index' is a measure of the citizen's engagement in political activities, and 'voting_rate' represents the percentage of eligible voters who cast a vote.",Does exposure to a political campaign serve as a key to increasing the likelihood of citizens casting their vote?,2.656985956,frontdoor,frontdoor_data_22.csv,political_science,policy_exposure,voting_rate,"age, income, gender, rural_residence, party_affiliation",,,,political_engagement_index,,2025,,,
Synthetic Dataset,"This healthcare dataset was collected by a major hospital in the United States to study the impact of beta-blocker treatment on heart attack outcomes among high-risk patients. The dataset includes the following variables: 'patient_age' (representing the age of the patient), 'hospital_visits_per_year' (indicating the number of hospital visits made by the patient in a year), 'smoking_status' (binary variable where 1 indicates a current smoker and 0 indicates a non-smoker), 'heart_disease_status' (binary variable where 1 indicates diagnosis of heart disease and 0 indicates no heart disease), 'statin_prescription_status' (binary variable where 1 indicates that the patient has been prescribed statins and 0 indicates no statin prescription), 'heart_attack_outcome' (representing the severity of the heart attack outcome on a scale from 0 to 100, with higher values indicating more severe outcomes), 'beta_blocker_treatment_status' (binary where 1 indicates that the patient has been treated with beta-blockers and 0 indicates no beta-blocker treatment), and 'blood_pressure_level' (representing the patient's average blood pressure level).",Can taking beta-blockers lower the severity of heart attacks in high-risk patients?,4.901233456,frontdoor,frontdoor_data_59.csv,healthcare,beta_blocker_treatment_status,heart_attack_outcome,"patient_age, hospital_visits_per_year, smoking_status, heart_disease_status, statin_prescription_status",,,,blood_pressure_level,,2025,,,
Synthetic Dataset,"The dataset is a product of a nationwide survey carried out by the Department of Psychology from a renowned university. The intent was to study the impact of social media usage on the mental health of individuals. The survey was distributed to a random selection of individuals aged 18 and above across the country. The participant's age is represented by 'participant_age'. The 'hours_of_screen_time' shows the average number of hours the participant spends daily on screens for non-work-related activities. The 'number_of_friends' indicates the number of friends the participant has in their social circle. The 'smoking_status' and 'physical_activity_status' are binary variables, with 'smoking_status' indicating whether the participant is a smoker (1) or not (0), and 'physical_activity_status' indicating whether the participant engages in regular physical activity (1) or not (0). The 'social_media_usage' indicates the average number of hours the participant spends daily on social media platforms. The 'self_esteem_score' represents the participant's self-esteem level. Lastly, 'mental_health_score' represents the participant's mental health status.",Will spending time on social media platforms enhance people's mental health?,3.156387742,frontdoor,frontdoor_data_37.csv,psychology,social_media_usage,mental_health_score,"participant_age, hours_of_screen_time, number_of_friends, smoking_status, physical_activity_status",,,,self_esteem_score,,2025,,,
Synthetic Dataset,"This dataset was collected by the Bureau of Labor Statistics to examine the impact of job training programs on annual income, considering factors such as age, years of education, gender, and union membership. 'Age' represents the individual's age in years. 'Education_years' denotes the total years of formal education completed by the individual. 'Gender' is a binary variable, where 1 indicates female and 0 indicates male. 'Union_membership' is also a binary variable, with 1 denoting union membership and 0 indicating no union membership. 'Job_training' indicates whether the individual has undergone a job training program. 'Job_satisfaction' represents the level of job satisfaction on a scale of 0 to 100. The 'annual_income' represents the individual's annual income in dollars.",Does participating in a job training program boost a higher annual income?,1.679793827,frontdoor,frontdoor_data_10.csv,labor,job_training,annual_income,"age, education_years, gender, union_membership",,,,job_satisfaction,,2025,,,
Synthetic Dataset,"This dataset was collected by the Department of Sociology at a major university, investigating the impact of participation in a government-funded social program on individuals' life satisfaction. The age of the participants ('age') and their household income ('household_income') were considered. Participants were also categorized by gender (binary variable 'gender'; 0 for male and 1 for female) and by whether they live in an urban or rural area (binary variable 'urban_residence'; 0 for rural and 1 for urban). The main intervention studied was whether participants were part of a specific government-funded social program (binary variable 'participation_in_social_program'; 0 for no participation and 1 for participation). The effect of this program was studied in relation to the size of individuals' social networks ('social_network_size') and their overall life satisfaction score ('life_satisfaction_score') after a year of participation in the program.",Can enrolling in government-funded social programs improve individuals' life satisfaction?,1.861546718,frontdoor,frontdoor_data_49.csv,sociology,participation_in_social_program,life_satisfaction_score,"age, household_income, gender, urban_residence",,,,social_network_size,,2025,,,
Synthetic Dataset,"The dataset was collected by a consortium of school districts aiming to understand the impact of using Teaching Assistants (TAs) in classrooms on the overall performance of students. The consortium was interested in how the use of TAs interacts with various teacher and school characteristics. The dataset includes the following variables: 'teacher_age', 'teacher_experience_years', 'average_class_size', 'teacher_gender' (binary, where 1 represents female and 0 represents male), whether the school is located in a rural area ('rural_location', binary, where 1 represents rural and 0 represents urban), use of TAs in classroom instruction ('use_of_teaching_assistants', binary, where 1 represents use of TAs and 0 represents no use of TAs), 'student_engagement_score' (a measure of student involvement in classroom activities), and the 'student_performance_score' (reflects the average grade of students in the class).",Does the introduction of teaching assistants in classrooms improve the performance of students in schools?,3.720566682,frontdoor,frontdoor_data_33.csv,education,use_of_teaching_assistants,student_performance_score,"teacher_age, teacher_experience_years, average_class_size, teacher_gender, rural_location",,,,student_engagement_score,,2025,,,
